REG_Number,Department,Graduation_Year,CGPA,Internship,Internship_Months,Projects_Count,Certifications_Count,Python_Skill,SQL_Skill,DSA_Skill,DBMS_Skill,OOP_Skill,Computer_Networks_Skill,Operating_Systems_Skill,Web_Development_Skill,Cloud_Computing_Skill,Machine_Learning_Skill,Communication_Skill,Problem_Solving_Skill,Industry_Python_Required,Industry_SQL_Required,Industry_DSA_Required,Industry_DBMS_Required,Industry_OOP_Required,Industry_Computer_Networks_Required,Industry_Operating_Systems_Required,Industry_Web_Development_Required,Industry_Cloud_Computing_Required,Industry_Machine_Learning_Required,Industry_Communication_Required,Industry_Problem_Solving_Required,Python_Gap,SQL_Gap,DSA_Gap,DBMS_Gap,OOP_Gap,Computer_Networks_Gap,Operating_Systems_Gap,Web_Development_Gap,Cloud_Computing_Gap,Machine_Learning_Gap,Communication_Gap,Problem_Solving_Gap,Overall_Skill_Gap,Skill_Alignment_Percentage,Placement_Status,event_timestamp
231FA04580,CSE,2027,7.79,Yes,4,4,5,8.5,6.5,8.5,9.4,6.6,6.5,8.6,6.8,9,6.5,9.1,7,8,8,8,7,7,7,7,7,6,7,7,8,0,1.5,0,0,0.4,0.5,0,0.2,0,0.5,0,1,0.34,96.6,Placed,2026-05-25 18:00:00
231FA04581,CSE,2027,7.64,Yes,4,4,0,7.3,8.1,7.5,8.2,5.1,6.4,7,6,8.1,6.3,6,8.1,8,9,8,6,8,7,6,7,8,7,8,8,0.7,0.9,0.5,0,2.9,0.6,0,1,0,0.7,2,0,0.78,92.2,Placed,2026-05-26 00:00:00
231FA04582,CSE-DS,2027,8.08,No,0,4,2,5.6,5.7,7.6,8.6,7.2,4.9,7.8,6.2,8.4,6.5,8.4,6.4,9,8,8,7,8,7,7,7,7,7,7,8,3.4,2.3,0.4,0,0.8,2.1,0,0.8,0,0.5,0,1.6,0.99,90.1,Placed,2026-05-26 06:00:00
231FA04583,CSE,2027,7.74,Yes,6,4,3,6.3,4.8,6.3,7.4,7.3,7.9,8.7,7.2,7.3,8.6,7.5,6,7,8,8,8,8,7,6,7,7,7,9,8,0.7,3.2,1.7,0.6,0.7,0,0,0,0,0,1.5,2,0.87,91.3,Not Placed,2026-05-26 12:00:00
231FA04584,CSE,2027,6.92,Yes,2,5,2,6.4,4.4,5.9,4.9,7.5,8.6,5.9,5.9,8.2,6.5,7.4,8,7,9,7,8,8,7,6,7,7,7,7,7,0.6,4.6,1.1,3.1,0.5,0,0.1,1.1,0,0.5,0,0,0.97,90.3,Not Placed,2026-05-26 18:00:00
231FA04585,CSE-AIML,2027,8.55,No,0,4,2,6.2,6.2,6.4,5.1,7.7,7.8,7.1,8.7,6.7,7.8,7.7,6.1,8,8,8,7,8,7,7,7,7,7,8,8,1.8,1.8,1.6,1.9,0.3,0,0,0,0.3,0,0.3,1.9,0.82,91.8,Not Placed,2026-05-27 00:00:00
231FA04586,CSE,2027,7.53,No,0,1,7,8.3,7,8.1,5.3,7,6.3,5.8,8.6,7.1,5,6.3,8.1,9,8,9,7,7,6,6,6,7,7,7,7,0.7,1,0.9,1.7,0,0,0.2,0,0,2,0.7,0,0.6,94,Not Placed,2026-05-27 06:00:00
231FA04587,CSE,2027,7.63,No,0,3,2,5.7,5.6,6.6,7.3,5.8,7.2,6.8,6.9,3.7,6.8,6.4,7.2,7,9,7,7,8,8,8,7,7,7,8,8,1.3,3.4,0.4,0,2.2,0.8,1.2,0.1,3.3,0.2,1.6,0.8,1.27,87.3,Placed,2026-05-27 12:00:00
231FA04588,CSE,2027,6.95,Yes,8,2,5,6.1,6.5,7.6,8.7,5.3,7.6,8.5,7.8,8.4,6.3,8.5,6,8,9,9,7,9,6,7,7,7,6,9,8,1.9,2.5,1.4,0,3.7,0,0,0,0,0,0.5,2,1,90,Placed,2026-05-27 18:00:00
231FA04589,CSE,2027,7.32,No,0,1,3,6.6,5.9,5.9,4.4,4.1,8,4.3,6.8,4.9,5.5,7.4,6.7,8,8,8,7,8,7,7,8,7,7,7,9,1.4,2.1,2.1,2.6,3.9,0,2.7,1.2,2.1,1.5,0,2.3,1.83,81.7,Placed,2026-05-28 00:00:00
231FA04590,CSE,2027,6.99,Yes,4,4,3,6.9,8.4,6.7,8.6,5.7,5.5,6.8,7,5.9,6.7,8.7,6.5,8,7,8,7,8,7,7,7,8,6,7,7,1.1,0,1.3,0,2.3,1.5,0.2,0,2.1,0,0,0.5,0.75,92.5,Placed,2026-05-28 06:00:00
231FA04591,CSE,2027,7.52,Yes,3,3,2,4.5,4.7,9.5,8.7,6.4,7.9,7.2,8.5,5.6,5.6,8.6,5.1,8,9,7,7,8,7,6,7,6,8,9,8,3.5,4.3,0,0,1.6,0,0,0,0.4,2.4,0.4,2.9,1.29,87.1,Not Placed,2026-05-28 12:00:00
231FA04592,CSE-AIML,2027,8.93,Yes,10,3,2,7.3,7.2,8.2,7.4,7,6.7,6,7,8.7,6.8,9,8.1,8,8,7,8,8,7,6,6,8,8,7,7,0.7,0.8,0,0.6,1,0.3,0,0,0,1.2,0,0,0.38,96.2,Not Placed,2026-05-28 18:00:00
231FA04593,CSE,2027,6.62,Yes,5,5,2,7.6,6.8,6.2,9.1,8,6.8,9.1,7.8,5.2,6.5,7.9,8.9,8,9,8,6,8,7,7,7,7,7,8,8,0.4,2.2,1.8,0,0,0.2,0,0,1.8,0.5,0.1,0,0.58,94.2,Placed,2026-05-29 00:00:00
231FA04594,CSE,2027,6.44,Yes,3,5,5,10,7.2,8,6.4,6.1,5.1,7.7,8.8,8.2,7.3,8.7,10,9,9,8,7,8,7,7,7,7,7,8,7,0,1.8,0,0.6,1.9,1.9,0,0,0,0,0,0,0.52,94.8,Placed,2026-05-29 06:00:00
231FA04595,CSE-DS,2027,8.75,Yes,5,2,2,6,4,7.5,8.4,5.1,8.1,6.6,7.5,5.9,5.8,5.7,7.9,8,9,8,7,7,7,7,6,7,7,8,8,2,5,0.5,0,1.9,0,0.4,0,1.1,1.2,2.3,0.1,1.21,87.9,Placed,2026-05-29 12:00:00
231FA04596,CSE,2027,7.49,No,0,7,5,6.7,7.8,7.5,6,7.5,7.7,8.8,9.3,6.2,7.9,4.7,8.5,8,9,8,7,9,7,7,7,6,8,8,8,1.3,1.2,0.5,1,1.5,0,0,0,0,0.1,3.3,0,0.74,92.6,Placed,2026-05-29 18:00:00
231FA04597,CSE-AIML,2027,7.15,Yes,12,1,5,8.2,3.5,6.4,5.7,6.4,6.2,6.8,8.1,6.5,5.6,6.6,6.5,8,8,8,6,8,6,6,7,6,6,7,8,0,4.5,1.6,0.3,1.6,0,0,0,0,0.4,0.4,1.5,0.86,91.4,Placed,2026-05-30 00:00:00
231FA04598,CSE,2027,8.43,Yes,3,3,2,7,6.3,7.6,8.7,5.5,7.7,8.3,6.6,8.7,7,5.7,5.5,8,8,8,7,9,7,8,8,6,7,8,8,1,1.7,0.4,0,3.5,0,0,1.4,0,0,2.3,2.5,1.07,89.3,Placed,2026-05-30 06:00:00
231FA04599,CSE,2027,7.2,Yes,10,4,3,8,7.9,9,7.9,6.9,7.7,7.2,6.6,6.4,4.9,6.1,7,8,7,8,7,7,7,8,7,7,7,9,8,0,0,0,0,0.1,0,0.8,0.4,0.6,2.1,2.9,1,0.66,93.4,Placed,2026-05-30 12:00:00
231FA04600,CSE,2027,9.02,No,0,6,4,4.2,6.9,8.7,9.2,6.9,6.8,6.6,6.8,9,9.6,5.4,6.5,8,8,8,7,9,7,6,6,7,8,8,8,3.8,1.1,0,0,2.1,0.2,0,0,0,0,2.6,1.5,0.94,90.6,Not Placed,2026-05-30 18:00:00
231FA04601,CSE,2027,8.16,Yes,10,2,3,4.7,7,6.4,7.5,7.8,7.7,5,7,4.9,9.2,6.6,5.3,9,8,8,6,8,7,7,7,6,7,8,7,4.3,1,1.6,0,0.2,0,2,0,1.1,0,1.4,1.7,1.11,88.9,Placed,2026-05-31 00:00:00
231FA04602,CSE,2027,7.28,Yes,6,7,2,6.7,7.6,8.3,9,7.4,6.9,8.2,8.2,7.5,8.4,6.6,7.3,9,8,8,7,8,7,7,7,6,7,8,9,2.3,0.4,0,0,0.6,0.1,0,0,0,0,1.4,1.7,0.54,94.6,Not Placed,2026-05-31 06:00:00
231FA04603,CSE,2027,9.27,No,0,3,6,4.9,9.1,6.8,9.1,6.6,7.8,7.5,6.6,8,9,9.6,8.3,9,7,8,8,8,7,8,6,7,7,9,8,4.1,0,1.2,0,1.4,0,0.5,0,0,0,0,0,0.6,94,Placed,2026-05-31 12:00:00
231FA04604,CSE,2027,7.2,No,0,4,1,5.2,4.9,8.1,5.5,7.5,6.9,8.3,7.3,6.7,9.3,7.7,7.4,8,8,8,7,8,6,7,6,7,6,7,8,2.8,3.1,0,1.5,0.5,0,0,0,0.3,0,0,0.6,0.73,92.7,Placed,2026-05-31 18:00:00
231FA04605,CSE,2027,8.21,Yes,6,2,3,6.2,5.6,6.7,5.1,6.6,8,8.2,6.6,10,8.6,7,8.4,9,8,8,6,8,6,6,8,6,7,8,8,2.8,2.4,1.3,0.9,1.4,0,0,1.4,0,0,1,0,0.93,90.7,Not Placed,2026-06-01 00:00:00
231FA04606,CSE,2027,7.87,No,0,5,3,6.4,7.4,6.7,5.6,7.8,7.1,7.2,7.1,6,9.1,7.4,6.8,7,8,8,6,9,7,7,6,7,7,9,8,0.6,0.6,1.3,0.4,1.2,0,0,0,1,0,1.6,1.2,0.66,93.4,Placed,2026-06-01 06:00:00
231FA04607,CSE,2027,8.63,No,0,5,3,5.6,9,8.4,7.3,5.7,9.3,6.8,6.4,7.2,7.7,7.1,3,8,8,9,7,8,7,7,6,7,7,8,7,2.4,0,0.6,0,2.3,0,0.2,0,0,0,0.9,4,0.87,91.3,Placed,2026-06-01 12:00:00
231FA04608,CSE,2027,8.82,No,0,3,2,7.3,8.1,5.9,8.9,8.1,7.6,5.7,7.3,7.4,6.9,8.1,6.5,8,8,7,7,7,7,8,6,6,7,7,8,0.7,0,1.1,0,0,0,2.3,0,0,0.1,0,1.5,0.47,95.3,Placed,2026-06-01 18:00:00
231FA04609,CSE,2027,7.67,Yes,6,4,5,7,6.5,6.7,7.1,7.1,7,8.5,9.2,5.7,9.2,8.2,6.2,7,8,8,7,8,7,7,7,6,8,8,8,0,1.5,1.3,0,0.9,0,0,0,0.3,0,0,1.8,0.48,95.2,Not Placed,2026-06-02 00:00:00
231FA04610,CSE-AIML,2027,7.08,No,0,2,2,6.1,6.9,4.4,6.4,7.2,5.6,4.7,6.8,9.3,5.6,5.7,6.3,8,8,8,6,8,7,7,6,7,8,8,8,1.9,1.1,3.6,0,0.8,1.4,2.3,0,0,2.4,2.3,1.7,1.46,85.4,Placed,2026-06-02 06:00:00
231FA04611,CSE,2027,7.99,Yes,3,4,1,9,5,8,6.5,6.6,5.8,6.7,5.8,6.4,4,4.9,7.5,8,8,9,7,8,6,7,6,7,7,7,8,0,3,1,0.5,1.4,0.2,0.3,0.2,0.6,3,2.1,0.5,1.07,89.3,Placed,2026-06-02 12:00:00
231FA04612,CSE-AIML,2027,7.14,Yes,8,5,2,8.7,10,8.2,6.4,4.6,7.8,5.3,6.1,8.2,7.5,5.9,5,8,8,8,7,8,6,7,6,7,7,8,8,0,0,0,0.6,3.4,0,1.7,0,0,0,2.1,3,0.9,91,Placed,2026-06-02 18:00:00
231FA04613,CSE-AIML,2027,9.16,Yes,5,3,1,7.4,7.6,9.1,4.1,7.3,8.3,6.6,5.2,6,7.2,6.6,7.6,9,8,8,8,9,7,7,8,7,8,8,8,1.6,0.4,0,3.9,1.7,0,0.4,2.8,1,0.8,1.4,0.4,1.2,88,Placed,2026-06-03 00:00:00
231FA04614,CSE,2027,7.75,Yes,8,3,0,8.4,6.3,8.3,6.7,7.2,6.7,7.3,7.5,7.6,6.8,2.6,7.6,8,9,8,8,8,8,7,7,8,6,9,8,0,2.7,0,1.3,0.8,1.3,0,0,0.4,0,6.4,0.4,1.11,88.9,Not Placed,2026-06-03 06:00:00
231FA04615,CSE-DS,2027,7.38,Yes,5,6,3,4.9,6.6,4.3,9.5,7.9,6.9,9.1,8,7.5,7.8,6.9,5.8,8,8,7,6,9,8,8,6,7,6,8,7,3.1,1.4,2.7,0,1.1,1.1,0,0,0,0,1.1,1.2,0.98,90.2,Not Placed,2026-06-03 12:00:00
231FA04616,CSE-DS,2027,7.79,No,0,6,3,8.4,7.1,5,7.9,7.3,9.3,7.6,5.7,5,8.8,7.1,6.1,8,8,8,7,7,8,7,6,7,7,9,8,0,0.9,3,0,0,0,0,0.3,2,0,1.9,1.9,0.83,91.7,Placed,2026-06-03 18:00:00
231FA04617,CSE,2027,6.64,Yes,10,2,4,5.9,8.4,7.4,8.2,7.1,5.7,9,6.3,7.8,8.1,6.8,5.4,8,8,9,7,8,7,7,8,6,7,7,8,2.1,0,1.6,0,0.9,1.3,0,1.7,0,0,0.2,2.6,0.87,91.3,Placed,2026-06-04 00:00:00
231FA04618,CSE,2027,6.92,Yes,4,2,1,5.8,7.5,7.3,8.2,8,5.4,8.4,5.3,7.3,9.6,7,4.4,7,8,7,8,9,7,6,7,7,6,9,8,1.2,0.5,0,0,1,1.6,0,1.7,0,0,2,3.6,0.97,90.3,Not Placed,2026-06-04 06:00:00
231FA04619,CSE-DS,2027,8.55,Yes,8,2,3,6.7,9.8,6.8,8.7,5.9,6.6,6.8,9.5,6.7,4.7,10,7.4,9,9,8,8,8,7,8,8,6,7,8,8,2.3,0,1.2,0,2.1,0.4,1.2,0,0,2.3,0,0.6,0.84,91.6,Placed,2026-06-04 12:00:00
231FA04620,CSE-AIML,2027,7.16,Yes,5,5,3,8,5.2,7.5,7.2,6,8,5,6,8.7,6.3,6.6,7.3,8,7,8,6,9,7,6,7,6,6,8,9,0,1.8,0.5,0,3,0,1,1,0,0,1.4,1.7,0.87,91.3,Not Placed,2026-06-04 18:00:00
231FA04621,CSE,2027,6.86,No,0,5,0,6.2,7.5,6.9,4.8,5.8,5.6,6.1,6.8,7.1,3.7,8,6.6,7,8,7,7,8,7,6,7,8,7,8,8,0.8,0.5,0.1,2.2,2.2,1.4,0,0.2,0.9,3.3,0,1.4,1.08,89.2,Placed,2026-06-05 00:00:00
231FA04622,CSE,2027,8.05,Yes,4,4,1,5.7,8.3,4.4,5.1,9.7,7.3,6.1,7.2,6.8,7.1,7.7,6.8,7,8,8,6,9,7,7,7,7,7,7,7,1.3,0,3.6,0.9,0,0,0.9,0,0.2,0,0,0.2,0.59,94.1,Placed,2026-06-05 06:00:00
231FA04623,CSE,2027,8.54,Yes,5,1,4,7.5,6.9,6,5.7,8.7,7.9,8.3,7.1,7.3,6.8,8.5,6.6,8,8,8,8,8,7,7,6,7,7,8,7,0.5,1.1,2,2.3,0,0,0,0,0,0.2,0,0.4,0.54,94.6,Not Placed,2026-06-05 12:00:00
231FA04624,CSE,2027,8.19,Yes,4,3,1,5.7,7.6,6.8,7.3,7.9,6.3,6.7,6.6,8.6,7,7.2,5.5,9,8,8,7,7,8,7,8,8,8,9,8,3.3,0.4,1.2,0,0,1.7,0.3,1.4,0,1,1.8,2.5,1.13,88.7,Placed,2026-06-05 18:00:00
231FA04625,CSE-AIML,2027,8.4,Yes,2,4,2,8.1,7.8,6.2,9.6,7.6,6.4,7.2,6.8,9.1,8.4,7.8,9.4,8,9,7,8,8,8,7,6,8,7,7,9,0,1.2,0.8,0,0.4,1.6,0,0,0,0,0,0,0.33,96.7,Not Placed,2026-06-06 00:00:00
231FA04626,CSE,2027,7.08,Yes,4,2,3,5.5,7.8,7.5,6.5,6.5,7.9,7.9,5,9.1,8.2,6.4,5.8,8,8,7,7,7,7,8,7,7,7,8,8,2.5,0.2,0,0.5,0.5,0,0.1,2,0,0,1.6,2.2,0.8,92,Not Placed,2026-06-06 06:00:00
231FA04627,CSE,2027,6.58,No,0,7,1,8.3,7.6,7.8,7.6,8.5,8,6.3,6.2,7.4,9.8,6.7,7.4,8,8,8,6,8,6,7,7,7,7,8,7,0,0.4,0.2,0,0,0,0.7,0.8,0,0,1.3,0,0.28,97.2,Placed,2026-06-06 12:00:00
231FA04628,CSE-AIML,2027,8.78,No,0,2,3,8.1,6.4,7.9,7,8.5,5.8,9.8,6.5,7.6,6.9,5.6,8,8,8,9,7,8,7,8,7,6,7,8,7,0,1.6,1.1,0,0,1.2,0,0.5,0,0.1,2.4,0,0.58,94.2,Not Placed,2026-06-06 18:00:00
231FA04629,CSE,2027,7.41,Yes,12,4,2,6.7,7.7,6,6.7,6.7,7.7,7.4,6.8,6.6,7.4,7.3,7.2,9,9,9,8,9,7,7,8,7,7,8,8,2.3,1.3,3,1.3,2.3,0,0,1.2,0.4,0,0.7,0.8,1.11,88.9,Placed,2026-06-07 00:00:00
231FA04630,CSE,2027,7.46,No,0,4,5,9.5,7.8,9.5,7,7,6.4,7.4,6.7,6.5,4.7,8.9,6.6,8,8,8,8,8,7,8,7,6,7,8,8,0,0.2,0,1,1,0.6,0.6,0.3,0,2.3,0,1.4,0.62,93.8,Not Placed,2026-06-07 06:00:00
231FA04631,CSE-AIML,2027,8.65,No,0,4,1,8.8,6.9,7.8,7.1,7.5,5.7,8.5,6.5,8.1,5.2,6,7.5,8,9,8,7,7,7,7,7,7,7,8,8,0,2.1,0.2,0,0,1.3,0,0.5,0,1.8,2,0.5,0.7,93,Not Placed,2026-06-07 12:00:00
231FA04632,CSE-DS,2027,8.07,No,0,4,1,6.7,7.4,7.1,9.2,7.5,6.3,6.4,8.4,5,7.6,5.5,8.3,8,8,8,8,7,6,7,8,7,7,8,8,1.3,0.6,0.9,0,0,0,0.6,0,2,0,2.5,0,0.66,93.4,Not Placed,2026-06-07 18:00:00
231FA04633,CSE,2027,7.99,Yes,6,2,5,6.6,7.8,7.2,5.4,7.9,6.2,8.1,5.9,7.4,7.2,6.4,8.9,8,7,8,7,8,7,7,8,7,7,8,8,1.4,0,0.8,1.6,0.1,0.8,0,2.1,0,0,1.6,0,0.7,93,Not Placed,2026-06-08 00:00:00
231FA04634,CSE,2027,9.27,Yes,8,3,0,7.2,6.6,7.5,5.3,10,5.8,7.8,7.2,8.6,7.3,6.3,4.8,8,8,9,6,7,8,7,7,8,6,8,8,0.8,1.4,1.5,0.7,0,2.2,0,0,0,0,1.7,3.2,0.96,90.4,Placed,2026-06-08 06:00:00
231FA04635,CSE,2027,7.17,Yes,12,1,2,4.4,6.3,8.3,4.5,8.9,8,4.9,5.3,5.4,7,6.5,6.5,8,8,7,6,9,7,7,7,7,7,9,7,3.6,1.7,0,1.5,0.1,0,2.1,1.7,1.6,0,2.5,0.5,1.27,87.3,Not Placed,2026-06-08 12:00:00
231FA04636,CSE,2027,8.35,No,0,2,2,6.1,7,7.8,6.6,5.9,8,6.5,7.5,6.6,8.1,8.3,8.3,8,8,8,7,7,7,6,7,8,6,8,8,1.9,1,0.2,0.4,1.1,0,0,0,1.4,0,0,0,0.5,95,Placed,2026-06-08 18:00:00
231FA04637,CSE,2027,7.69,No,0,2,3,6,6,7.8,6.6,6.7,5.8,8.5,8,6.6,5.9,5.9,6.9,8,8,8,7,8,7,7,7,8,8,8,7,2,2,0.2,0.4,1.3,1.2,0,0,1.4,2.1,2.1,0.1,1.07,89.3,Placed,2026-06-09 00:00:00
231FA04638,CSE,2027,7.85,Yes,4,5,1,7.6,6.1,5.6,7.2,8.2,7.2,6.8,5.7,6.4,8.2,5.6,9.4,7,7,7,8,9,7,6,8,6,8,8,8,0,0.9,1.4,0.8,0.8,0,0,2.3,0,0,2.4,0,0.72,92.8,Placed,2026-06-09 06:00:00
231FA04639,CSE,2027,8.8,Yes,12,5,4,7.7,5.6,8.2,8.1,7,8.8,6.8,8.4,7.5,7.2,9.3,8.8,8,9,7,7,7,6,7,7,8,7,8,8,0.3,3.4,0,0,0,0,0.2,0,0.5,0,0,0,0.37,96.3,Placed,2026-06-09 12:00:00
231FA04640,CSE,2027,8.03,No,0,5,4,5.8,7.7,9.6,8.9,6.1,9.2,8.4,5.9,7.5,7.8,5.9,8.1,8,8,7,6,8,7,7,7,7,7,9,8,2.2,0.3,0,0,1.9,0,0,1.1,0,0,3.1,0,0.72,92.8,Placed,2026-06-09 18:00:00
231FA04641,CSE,2027,8.05,No,0,3,2,9.9,8.5,7,6.5,7.2,5.6,6.2,4.4,7.4,6.4,7.6,7,9,8,9,7,8,6,7,7,6,8,7,9,0,0,2,0.5,0.8,0.4,0.8,2.6,0,1.6,0,2,0.89,91.1,Not Placed,2026-06-10 00:00:00
231FA04642,CSE,2027,8.45,No,0,1,2,5.4,6.9,5.8,8.7,5.6,6.1,5.4,5.3,6.7,5.1,6.4,7.2,8,8,8,7,8,6,6,8,7,7,8,8,2.6,1.1,2.2,0,2.4,0,0.6,2.7,0.3,1.9,1.6,0.8,1.35,86.5,Placed,2026-06-10 06:00:00
231FA04643,CSE,2027,7.38,No,0,2,2,6,3.8,8.2,6.9,6.9,6.3,7.6,7.7,7.9,6.9,4.9,7.1,7,8,8,7,8,7,8,6,8,6,8,8,1,4.2,0,0.1,1.1,0.7,0.4,0,0.1,0,3.1,0.9,0.97,90.3,Placed,2026-06-10 12:00:00
231FA04644,CSE,2027,7.02,Yes,3,7,2,7.6,6.6,6.3,8,7.2,6.8,9.4,8.1,7.8,8.8,7.7,6.4,8,8,8,7,8,8,7,7,7,6,8,8,0.4,1.4,1.7,0,0.8,1.2,0,0,0,0,0.3,1.6,0.62,93.8,Placed,2026-06-10 18:00:00
231FA04645,CSE,2027,6.87,Yes,12,1,5,6.3,7.7,7.6,7.4,5.4,7.8,6.7,7.5,5.8,9.3,7.1,6.3,8,8,8,8,7,7,7,8,8,7,8,9,1.7,0.3,0.4,0.6,1.6,0,0.3,0.5,2.2,0,0.9,2.7,0.93,90.7,Not Placed,2026-06-11 00:00:00
231FA04646,CSE-DS,2027,6.18,No,0,4,4,7.5,7.8,7.5,5.5,8.2,6.3,6.7,4,6.2,6.1,7.3,6.1,7,8,8,6,9,8,7,7,7,7,9,7,0,0.2,0.5,0.5,0.8,1.7,0.3,3,0.8,0.9,1.7,0.9,0.94,90.6,Not Placed,2026-06-11 06:00:00
231FA04647,CSE-AIML,2027,9.19,Yes,6,5,0,5.3,7.6,7,6.4,7.4,5.1,8.1,7.1,7,8.5,6.7,7.7,8,9,8,8,8,7,7,7,7,7,8,8,2.7,1.4,1,1.6,0.6,1.9,0,0,0,0,1.3,0.3,0.9,91,Placed,2026-06-11 12:00:00
231FA04648,CSE-AIML,2027,6.82,Yes,3,2,3,6.6,10,7.4,5.3,8.9,8,6.8,6.2,5.1,7.3,5.9,5.6,7,7,8,7,8,7,8,6,7,7,8,7,0.4,0,0.6,1.7,0,0,1.2,0,1.9,0,2.1,1.4,0.77,92.3,Not Placed,2026-06-11 18:00:00
231FA04649,CSE-AIML,2027,7.48,No,0,3,3,7.8,8.7,6.2,7.8,7.1,7.2,5.8,6.5,5.4,5.3,7.4,6.1,9,9,8,6,8,7,7,7,7,7,8,8,1.2,0.3,1.8,0,0.9,0,1.2,0.5,1.6,1.7,0.6,1.9,0.98,90.2,Placed,2026-06-12 00:00:00
231FA04650,CSE,2027,7.44,Yes,5,3,2,5.8,5.4,5,4.5,7,3.6,7.5,7.5,6.8,7,6.6,7.2,7,8,8,7,8,6,7,7,7,6,8,8,1.2,2.6,3,2.5,1,2.4,0,0,0.2,0,1.4,0.8,1.26,87.4,Placed,2026-06-12 06:00:00
231FA04651,CSE,2027,7.88,No,0,2,2,6.9,8.3,8.6,8.6,5.7,7.6,7.3,5.9,5.6,6.2,5.3,4.9,8,8,8,6,8,7,7,8,7,7,7,8,1.1,0,0,0,2.3,0,0,2.1,1.4,0.8,1.7,3.1,1.04,89.6,Not Placed,2026-06-12 12:00:00
231FA04652,CSE,2027,8.26,Yes,3,4,3,7.9,7.3,7.3,8.4,7,8.3,6.3,6.3,7.3,9.9,8.9,8.6,8,7,8,8,8,7,7,8,6,7,9,9,0.1,0,0.7,0,1,0,0.7,1.7,0,0,0.1,0.4,0.39,96.1,Placed,2026-06-12 18:00:00
231FA04653,CSE-AIML,2027,8.3,No,0,4,6,5.6,7.5,8.3,9.9,5.2,8.2,8.7,7.9,5.6,7.6,7.9,7.5,8,9,8,7,9,7,6,7,8,7,7,9,2.4,1.5,0,0,3.8,0,0,0,2.4,0,0,1.5,0.97,90.3,Placed,2026-06-13 00:00:00
231FA04654,CSE-AIML,2027,7.21,Yes,4,3,1,5.9,5.8,7.4,5.9,6,6.6,7,8.1,5.3,5.2,6.3,4.5,8,7,7,7,7,8,7,7,6,7,7,7,2.1,1.2,0,1.1,1,1.4,0,0,0.7,1.8,0.7,2.5,1.04,89.6,Placed,2026-06-13 06:00:00
231FA04655,CSE,2027,7.52,Yes,6,4,0,7.6,4.4,7.8,8.3,7.2,4.6,7,5.9,5.4,7.6,7.8,8.5,8,7,8,7,8,7,7,7,7,7,9,7,0.4,2.6,0.2,0,0.8,2.4,0,1.1,1.6,0,1.2,0,0.86,91.4,Placed,2026-06-13 12:00:00
231FA04656,CSE,2027,7.86,Yes,10,3,1,6.6,7.1,9,9.5,8.3,6.5,6.9,6.7,7.8,5.9,7.3,7.3,8,7,9,7,8,6,7,7,8,7,8,8,1.4,0,0,0,0,0,0.1,0.3,0.2,1.1,0.7,0.7,0.38,96.2,Placed,2026-06-13 18:00:00
231FA04657,CSE,2027,7.46,Yes,3,1,1,7.1,5.3,6.9,8.8,6,6.9,4.3,6.9,6.9,6.7,7.5,6.2,9,8,9,7,7,6,6,7,6,8,8,8,1.9,2.7,2.1,0,1,0,1.7,0.1,0,1.3,0.5,1.8,1.09,89.1,Placed,2026-06-14 00:00:00
231FA04658,CSE,2027,8.86,No,0,2,0,8.2,5.6,8.5,7,6.6,4.9,5.3,7.2,5.8,8,7.1,4.9,7,8,9,7,8,8,7,8,7,7,9,7,0,2.4,0.5,0,1.4,3.1,1.7,0.8,1.2,0,1.9,2.1,1.26,87.4,Not Placed,2026-06-14 06:00:00
231FA04659,CSE-AIML,2027,8.02,No,0,4,1,7.8,6.7,6.8,8.2,5.1,5.5,7.3,4.7,6.1,8.1,6.7,5.1,7,8,8,7,8,8,7,7,6,7,8,7,0,1.3,1.2,0,2.9,2.5,0,2.3,0,0,1.3,1.9,1.12,88.8,Placed,2026-06-14 12:00:00
231FA04660,CSE-AIML,2027,8.2,Yes,2,5,4,7.7,7,6.6,10,8.2,7.1,8.6,7.1,6.8,7.8,8.1,8.6,7,8,8,8,8,7,7,6,8,7,8,7,0,1,1.4,0,0,0,0,0,1.2,0,0,0,0.3,97,Placed,2026-06-14 18:00:00
231FA04661,CSE,2027,8.15,Yes,6,4,1,8.9,8.6,8.2,8.3,8.6,8,5.1,7.7,8.8,6.1,6.6,7,9,9,8,7,8,8,7,6,6,7,7,8,0.1,0.4,0,0,0,0,1.9,0,0,0.9,0.4,1,0.39,96.1,Placed,2026-06-15 00:00:00
231FA04662,CSE-DS,2027,8.53,Yes,6,3,6,7.7,6.8,7.5,8.1,4.9,7.5,7,5.3,8.2,7.8,7.7,8.2,9,8,8,7,7,7,7,7,8,7,8,7,1.3,1.2,0.5,0,2.1,0,0,1.7,0,0,0.3,0,0.59,94.1,Not Placed,2026-06-15 06:00:00
231FA04663,CSE-AIML,2027,7.79,Yes,3,4,1,7.4,6.1,7.9,8.1,5.7,8.1,6.7,7.8,7.2,6.8,7.7,6.6,7,9,8,8,8,6,6,7,6,6,7,8,0,2.9,0.1,0,2.3,0,0,0,0,0,0,1.4,0.56,94.4,Placed,2026-06-15 12:00:00
